,sentence#,word,pos,tag
1792,145.0,potatoes,NNS,U-Ingredient
1793,145.0,and,CC,O
1794,145.0,spinach,NN,U-Ingredient
1795,145.0,until,IN,O
1796,145.0,very,RB,O
1797,145.0,smooth,JJ,O
1798,145.0,",",",",O
1799,145.0,adding,VBG,U-Action
1800,145.0,the,DT,O
1801,145.0,butter,NN,O
1802,145.0,1/2,CD,O
1803,145.0,T,NN,O
1804,145.0,at,IN,O
1805,145.0,a,DT,O
1806,145.0,time,NN,O
1807,145.0,.,.,O
1808,146.0,Return,VB,U-Action
1809,146.0,the,DT,O
1810,146.0,puree,NN,U-Ingredient
1811,146.0,to,IN,O
1812,146.0,the,DT,O
1813,146.0,pot,NN,U-Utensil
1814,146.0,and,CC,O
1815,146.0,add,VB,U-Action
1816,146.0,the,DT,O
1817,146.0,reserved,JJ,O
1818,146.0,liquid,NN,O
1819,146.0,until,IN,O
1820,146.0,the,DT,O
1821,146.0,desired,VBN,O
1822,146.0,consistency,NN,O
1823,146.0,;,:,O
1824,146.0,reheat,VB,U-Action
1825,146.0,slowly,RB,O
1826,146.0,and,CC,O
1827,146.0,season,NN,U-Action
1828,146.0,with,IN,O
1829,146.0,salt,NN,U-Ingredient
1830,146.0,and,CC,O
1831,146.0,pepper,NN,U-Ingredient
1832,146.0,;,:,O
1833,146.0,ladle,VB,U-Action
1834,146.0,into,IN,O
1835,146.0,shallow,JJ,B-Utensil
1836,146.0,soup,NN,I-Utensil
1837,146.0,plates,NNS,L-Utensil
1838,146.0,and,CC,O
1839,146.0,garnish,VB,U-Action
1840,146.0,with,IN,O
1841,146.0,nutmeg,NN,U-Ingredient
1842,146.0,or,CC,O
1843,146.0,shaved,VBN,B-Ingredient
1844,146.0,cheese,NN,L-Ingredient
1845,146.0,.,.,O
1846,147.0,In,IN,O
1847,147.0,a,DT,O
1848,147.0,3,CD,O
1849,147.0,qt,NN,O
1850,147.0,saucepan,NN,U-Utensil
1851,147.0,over,IN,O
1852,147.0,medium,JJ,O
1853,147.0,high,JJ,O
1854,147.0,heat,NN,O
1855,147.0,",",",",O
1856,147.0,saute,VB,U-Action
1857,147.0,the,DT,O
1858,147.0,onions,NNS,U-Ingredient
1859,147.0,and,CC,O
1860,147.0,scallions,NNS,U-Ingredient
1861,147.0,in,IN,O
1862,147.0,the,DT,O
1863,147.0,apple,NN,B-Ingredient
1864,147.0,juice,NN,L-Ingredient
1865,147.0,and,CC,O
1866,147.0,oil,NN,U-Ingredient
1867,147.0,for,IN,O
1868,147.0,5,CD,O
1869,147.0,minutes,NNS,O
1870,147.0,",",",",O
1871,147.0,stirring,VBG,U-Action
1872,147.0,frequently,RB,O
1873,147.0,.,.,O
1874,148.0,Add,VB,U-Action
1875,148.0,the,DT,O
1876,148.0,spinach,NN,U-Ingredient
1877,148.0,",",",",O
1878,148.0,parsley,NN,U-Ingredient
1879,148.0,and,CC,O
1880,148.0,celery,NN,U-Ingredient
1881,148.0,.,.,O
1882,149.0,Cook,VB,U-Action
1883,149.0,for,IN,O
1884,149.0,5,CD,O
1885,149.0,-,SYM,O
1886,149.0,7,CD,O
1887,149.0,minutes,NNS,O
1888,149.0,",",",",O
1889,149.0,stirring,VBG,U-Action
1890,149.0,occasionally,RB,O
1891,149.0,Add,VB,U-Action
1892,149.0,the,DT,O
1893,149.0,broth,NN,U-Ingredient
1894,149.0,",",",",O
1895,149.0,oats,NN,U-Ingredient
1896,149.0,",",",",O
1897,149.0,salt,NN,U-Ingredient
1898,149.0,",",",",O
1899,149.0,thyme,NNS,U-Ingredient
1900,149.0,and,CC,O
1901,149.0,pepper,NN,U-Ingredient
1902,149.0,.,.,O
1903,150.0,Bring,VB,O
1904,150.0,to,IN,O
1905,150.0,a,DT,O
1906,150.0,boil,NN,U-Action
1907,150.0,",",",",O
1908,150.0,then,RB,O
1909,150.0,lower,VB,U-Action
1910,150.0,the,DT,O
1911,150.0,heat,NN,O
1912,150.0,to,IN,O
1913,150.0,medium,NN,O
1914,150.0,.,.,O
1915,151.0,cover,VB,U-Action
1916,151.0,and,CC,O
1917,151.0,simmer,VB,O
1918,151.0,for,IN,O
1919,151.0,20,CD,O
1920,151.0,minutes,NNS,O
1921,151.0,.,.,O
1922,152.0,Remove,VB,U-Action
1923,152.0,from,IN,O
1924,152.0,the,DT,O
1925,152.0,heat,NN,O
1926,152.0,.,.,O
1927,153.0,Let,VB,O
1928,153.0,the,DT,O
1929,153.0,soup,NN,U-Ingredient
1930,153.0,cool,JJ,O
1931,153.0,for,IN,O
1932,153.0,10,CD,O
1933,153.0,minutes,NNS,O
1934,153.0,.,.,O
1935,154.0,Working,VBG,O
1936,154.0,in,IN,O
1937,154.0,batches,NNS,O
1938,154.0,",",",",O
1939,154.0,puree,VB,U-Action
1940,154.0,in,IN,O
1941,154.0,a,DT,O
1942,154.0,blender,NN,U-Utensil
1943,154.0,until,IN,O
1944,154.0,thick,JJ,O
1945,154.0,and,CC,O
1946,154.0,smooth,JJ,O
1947,154.0,.,.,O
1948,155.0,Return,VB,U-Action
1949,155.0,to,IN,O
1950,155.0,the,DT,O
1951,155.0,pot,NN,U-Utensil
1952,155.0,.,.,O
1953,156.0,Reheat,VB,U-Action
1954,156.0,and,CC,O
1955,156.0,serve,VB,U-Action
1956,156.0,.,.,O
1957,157.0,Combine,VB,U-Action
1958,157.0,soup,NN,U-Ingredient
1959,157.0,",",",",O
1960,157.0,egg,NN,U-Ingredient
1961,157.0,and,CC,O
1962,157.0,seasoned,JJ,B-Ingredient
1963,157.0,salt,NN,L-Ingredient
1964,157.0,in,IN,O
1965,157.0,a,DT,O
1966,157.0,bowl,NN,U-Utensil
1967,157.0,and,CC,O
1968,157.0,set,VBN,O
1969,157.0,aside,RB,O
1970,157.0,(,-LRB-,O
1971,157.0,soup,NN,O
1972,157.0,is,VBZ,O
1973,157.0,already,RB,O
1974,157.0,salted,VBN,O
1975,157.0,so,RB,O
1976,157.0,be,VB,O
1977,157.0,careful,JJ,O
1978,157.0,on,IN,O
1979,157.0,amount,NN,O
1980,157.0,of,IN,O
1981,157.0,seasoned,JJ,B-Ingredient
1982,157.0,salt,NN,L-Ingredient
1983,157.0,you,PRP,O
1984,157.0,add,VBP,O
1985,157.0,),-RRB-,O
1986,157.0,.,.,O
1987,158.0,Mix,VB,U-Action
1988,158.0,together,RB,O
1989,158.0,flour,NN,U-Ingredient
1990,158.0,",",",",O
1991,158.0,cornstarch,NN,U-Ingredient
1992,158.0,",",",",O
1993,158.0,garlic,NN,B-Ingredient
1994,158.0,powder,NN,L-Ingredient
1995,158.0,",",",",O
1996,158.0,paprika,NN,U-Ingredient
1997,158.0,",",",",O
1998,158.0,salt,NN,U-Ingredient
1999,158.0,and,CC,O
2000,158.0,pepper,NN,U-Ingredient
2001,158.0,in,IN,O
2002,158.0,a,DT,O
2003,158.0,resealable,JJ,B-Utensil
2004,158.0,plastic,NN,I-Utensil
2005,158.0,bag,NN,L-Utensil
2006,158.0,.,.,O
2007,159.0,Dip,JJ,U-Action
2008,159.0,chicken,NN,U-Ingredient
2009,159.0,pieces,NNS,O
2010,159.0,into,IN,O
2011,159.0,soup,NN,O
2012,159.0,mixture,NN,O
2013,159.0,and,CC,O
2014,159.0,turn,VB,U-Action
2015,159.0,so,IN,O
2016,159.0,as,IN,O
2017,159.0,to,TO,O
2018,159.0,coat,VB,O
2019,159.0,all,RB,O
2020,159.0,over,RB,O
2021,159.0,.,.,O
2022,160.0,Place,NN,U-Action
2023,160.0,chicken,NN,U-Ingredient
2024,160.0,pieces,NNS,O
2025,160.0,(,-LRB-,O
2026,160.0,one,CD,O
2027,160.0,at,IN,O
2028,160.0,a,DT,O
2029,160.0,time,NN,O
2030,160.0,),-RRB-,O
2031,160.0,in,IN,O
2032,160.0,bag,NN,U-Utensil
2033,160.0,with,IN,O
2034,160.0,flour,NN,U-Ingredient
2035,160.0,mixture,NN,O
2036,160.0,",",",",O
2037,160.0,seal,NN,U-Action
2038,160.0,bag,NN,U-Utensil
2039,160.0,and,CC,O
2040,160.0,shake,VB,U-Action
2041,160.0,to,IN,O
2042,160.0,coat,NN,O
2043,160.0,chicken,NNP,U-Ingredient
2044,160.0,(,-LRB-,O
2045,160.0,if,IN,O
2046,160.0,more,JJR,O
2047,160.0,flour,NN,U-Ingredient
2048,160.0,mixture,NN,O
2049,160.0,is,VBZ,O
2050,160.0,needed,VBN,O
2051,160.0,",",",",O
2052,160.0,add,VB,U-Action
2053,160.0,equal,JJ,O
2054,160.0,amounts,NNS,O
2055,160.0,of,IN,O
2056,160.0,flour,NN,U-Ingredient
2057,160.0,and,CC,O
2058,160.0,cornstarch,NN,U-Ingredient
2059,160.0,to,IN,O
2060,160.0,bag,NN,U-Utensil
2061,160.0,),-RRB-,O
2062,160.0,.,.,O
2063,161.0,Place,NNP,U-Action
2064,161.0,coated,JJ,O
2065,161.0,pieces,NNS,O
2066,161.0,of,IN,O
2067,161.0,chicken,NN,U-Ingredient
2068,161.0,on,IN,O
2069,161.0,a,DT,O
2070,161.0,platter,NN,O
2071,161.0,and,CC,O
2072,161.0,allow,VB,O
2073,161.0,to,TO,O
2074,161.0,set,VB,O
2075,161.0,until,IN,O
2076,161.0,the,DT,O
2077,161.0,coating,NN,O
2078,161.0,becomes,VBZ,O
2079,161.0,doughy,JJ,O
2080,161.0,(,-LRB-,O
2081,161.0,this,DT,O
2082,161.0,is,VBZ,O
2083,161.0,critical,JJ,O
2084,161.0,to,TO,O
2085,161.0,ensure,VB,O
2086,161.0,crispiness,NN,O
2087,161.0,when,WRB,O
2088,161.0,fried,VBN,O
2089,161.0,),-RRB-,O
2090,161.0,.,.,O
2091,162.0,Heat,NN,U-Action
2092,162.0,oil,NN,U-Ingredient
2093,162.0,in,IN,O
2094,162.0,a,DT,O
2095,162.0,deep,JJ,B-Utensil
2096,162.0,fryer,NN,L-Utensil
2097,162.0,or,CC,O
2098,162.0,in,IN,O
2099,162.0,a,DT,O
2100,162.0,skillet,NN,U-Utensil
2101,162.0,over,IN,O
2102,162.0,medium,JJ,O
2103,162.0,heat,NN,O
2104,162.0,",",",",O
2105,162.0,using,VBG,O
2106,162.0,enough,JJ,O
2107,162.0,oil,NN,U-Ingredient
2108,162.0,to,TO,O
2109,162.0,cover,VB,O
2110,162.0,chicken,NN,U-Ingredient
2111,162.0,pieces,NNS,O
2112,162.0,when,WRB,O
2113,162.0,fried,VBN,O
2114,162.0,(,-LRB-,O
2115,162.0,you,PRP,O
2116,162.0,can,MD,O
2117,162.0,test,VB,O
2118,162.0,oil,NN,U-Ingredient
2119,162.0,in,IN,O
2120,162.0,skillet,NN,U-Utensil
2121,162.0,by,IN,O
2122,162.0,dropping,VBG,U-Action
2123,162.0,a,DT,O
2124,162.0,piece,NN,O
2125,162.0,of,IN,O
2126,162.0,the,DT,O
2127,162.0,doughy,JJ,O
2128,162.0,coating,NN,O
2129,162.0,into,IN,O
2130,162.0,the,DT,O
2131,162.0,hot,JJ,O
2132,162.0,oil-,NN,O
2133,162.0,oil,NN,U-Ingredient
2134,162.0,is,VBZ,O
2135,162.0,ready,JJ,O
2136,162.0,when,WRB,O
2137,162.0,dough,NN,O
2138,162.0,begins,VBZ,O
2139,162.0,frying,VBG,O
2140,162.0,immediately,RB,O
2141,162.0,),-RRB-,O
2142,162.0,.,.,O
2143,163.0,Once,IN,O
2144,163.0,chicken,NN,U-Ingredient
2145,163.0,is,VBZ,O
2146,163.0,doughy,JJ,O
2147,163.0,",",",",O
2148,163.0,fry,VB,U-Action
2149,163.0,pieces,NNS,O
2150,163.0,in,IN,O
2151,163.0,oil,NN,U-Ingredient
2152,163.0,for,IN,O
2153,163.0,approx,NN,O
2154,163.0,5,CD,O
2155,163.0,-,SYM,O
2156,163.0,8,CD,O
2157,163.0,minutes,NNS,O
2158,163.0,or,CC,O
2159,163.0,until,IN,O
2160,163.0,cooked,VBN,O
2161,163.0,through,RB,O
2162,163.0,and,CC,O
2163,163.0,juices,NNS,O
2164,163.0,run,VBP,O
2165,163.0,clear,JJ,O
2166,163.0,.,.,O
2167,164.0,Drain,VB,U-Action
2168,164.0,pieces,NNS,O
2169,164.0,on,IN,O
2170,164.0,paper,NN,B-Utensil
2171,164.0,towel,NN,L-Utensil
2172,164.0,and,CC,O
2173,164.0,serve,VB,U-Action
2174,164.0,.,.,O
2175,165.0,In,IN,O
2176,165.0,a,DT,O
2177,165.0,large,JJ,B-Utensil
2178,165.0,bowl,NN,L-Utensil
2179,165.0,",",",",O
2180,165.0,mix,VB,U-Action
2181,165.0,flour,NN,U-Ingredient
2182,165.0,",",",",O
2183,165.0,granulated,JJ,B-Ingredient
2184,165.0,sugar,NN,L-Ingredient
2185,165.0,",",",",O
2186,165.0,baking,NN,B-Ingredient
2187,165.0,powder,NN,L-Ingredient
2188,165.0,and,CC,O
2189,165.0,salt,NN,O
2190,165.0,.,.,O
2191,166.0,Make,VB,U-Action
2192,166.0,a,DT,O
2193,166.0,well,NN,O
2194,166.0,in,IN,O
2195,166.0,the,DT,O
2196,166.0,center,NN,O
2197,166.0,of,IN,O
2198,166.0,the,DT,O
2199,166.0,flour,NN,U-Ingredient
2200,166.0,mixture,NN,O
2201,166.0,",",",",O
2202,166.0,and,CC,O
2203,166.0,pour,VB,U-Action
2204,166.0,in,IN,O
2205,166.0,milk,NN,U-Ingredient
2206,166.0,",",",",O
2207,166.0,vanilla,NN,U-Ingredient
2208,166.0,",",",",O
2209,166.0,egg,NN,U-Ingredient
2210,166.0,and,CC,O
2211,166.0,2,CD,O
2212,166.0,tablespoons,NNS,O
2213,166.0,oil,NN,U-Ingredient
2214,166.0,.,.,O
2215,167.0,Now,RB,O
2216,167.0,is,VBZ,O
2217,167.0,a,DT,O
2218,167.0,good,JJ,O
2219,167.0,time,NN,O
2220,167.0,to,TO,O
2221,167.0,test,VB,O
2222,167.0,the,DT,O
2223,167.0,oil,NN,U-Ingredient
2224,167.0,by,IN,O
2225,167.0,dropping,VBG,U-Action
2226,167.0,in,IN,O
2227,167.0,a,DT,O
2228,167.0,very,RB,O
2229,167.0,small,JJ,O
2230,167.0,amount,NN,O
2231,167.0,of,IN,O
2232,167.0,batter,NN,O
2233,167.0,.,.,O
2234,168.0,Batter,NN,U-Ingredient
2235,168.0,should,MD,O
2236,168.0,sizzle,VB,O
2237,168.0,and,CC,O
2238,168.0,brown,VB,O
2239,168.0,in,IN,O
2240,168.0,about,RB,O
2241,168.0,20,CD,O
2242,168.0,seconds,NNS,O
2243,168.0,.,.,O
2244,169.0,Oil,NN,U-Ingredient
2245,169.0,needs,VBZ,O
2246,169.0,to,TO,O
2247,169.0,be,VB,O
2248,169.0,hot,JJ,O
2249,169.0,enough,RB,O
2250,169.0,to,TO,O
2251,169.0,melt,VB,O
2252,169.0,the,DT,O
2253,169.0,brown,JJ,B-Ingredient
2254,169.0,sugar,NN,L-Ingredient
2255,169.0,inside,IN,O
2256,169.0,the,DT,O
2257,169.0,sandwiches,NNS,O
2258,169.0,but,CC,O
2259,169.0,not,RB,O
2260,169.0,so,RB,O
2261,169.0,hot,JJ,O
2262,169.0,that,IN,O
2263,169.0,it,PRP,O
2264,169.0,scorches,VBZ,O
2265,169.0,the,DT,O
2266,169.0,batter,NN,O
2267,169.0,.,.,O
2268,170.0,Dip,VB,U-Action
2269,170.0,the,DT,O
2270,170.0,sandwiches,NNS,O
2271,170.0,into,IN,O
2272,170.0,the,DT,O
2273,170.0,batter,NN,O
2274,170.0,mixture,NN,O
2275,170.0,.,.,O
2276,171.0,Using,VBG,O
2277,171.0,deep,JJ,B-Utensil
2278,171.0,fryer,NN,I-Utensil
2279,171.0,tongs,NNS,L-Utensil
2280,171.0,",",",",O
2281,171.0,carefully,RB,O
2282,171.0,place,VB,U-Action
2283,171.0,the,DT,O
2284,171.0,battered,VBN,O
2285,171.0,sandwiches,NNS,O
2286,171.0,into,IN,O
2287,171.0,the,DT,O
2288,171.0,heated,JJ,O
2289,171.0,oil,NN,U-Ingredient
2290,171.0,.,.,O
2291,172.0,Be,VB,O
2292,172.0,cautious,JJ,O
2293,172.0,when,WRB,O
2294,172.0,deep,JJ,O
2295,172.0,frying,NN,O
2296,172.0,.,.,O
2297,173.0,Try,VB,U-Action
2298,173.0,to,TO,O
2299,173.0,avoid,VB,O
2300,173.0,burns,NNS,O
2301,173.0,from,IN,O
2302,173.0,splattering,VBG,O
2303,173.0,hot,JJ,O
2304,173.0,oil,NN,U-Ingredient
2305,173.0,.,.,O
2306,174.0,Remove,VB,U-Action
2307,174.0,Sandwiches,NNS,O
2308,174.0,from,IN,O
2309,174.0,the,DT,O
2310,174.0,oil,NN,U-Ingredient
2311,174.0,when,WRB,O
2312,174.0,they,PRP,O
2313,174.0,are,VBP,O
2314,174.0,golden,JJ,O
2315,174.0,brown,JJ,O
2316,174.0,.,.,O
2317,175.0,Set,VBN,U-Action
2318,175.0,aside,RB,O
2319,175.0,to,TO,O
2320,175.0,cool,VB,O
2321,175.0,for,IN,O
2322,175.0,a,DT,O
2323,175.0,couple,NN,O
2324,175.0,of,IN,O
2325,175.0,minutes,NNS,O
2326,175.0,.,.,O
2327,176.0,Sprinkle,VB,U-Action
2328,176.0,with,IN,O
2329,176.0,powdered,JJ,B-Ingredient
2330,176.0,sugar,NN,L-Ingredient
2331,176.0,and,CC,O
2332,176.0,serve,VB,U-Action
2333,176.0,.,.,O
2334,177.0,Mix,VB,U-Action
2335,177.0,until,RB,O
2336,177.0,smooth,JJ,O
2337,177.0,.,.,O
2338,178.0,Heat,NN,U-Action
2339,178.0,remaining,VBG,O
2340,178.0,vegetable,NN,B-Ingredient
2341,178.0,oil,NN,L-Ingredient
2342,178.0,to,IN,O
2343,178.0,400,CD,O
2344,178.0,degrees,NNS,O
2345,178.0,in,IN,O
2346,178.0,a,DT,O
2347,178.0,small,JJ,B-Utensil
2348,178.0,deep,JJ,I-Utensil
2349,178.0,fryer,NN,L-Utensil
2350,178.0,(,-LRB-,O
2351,178.0,a,DT,O
2352,178.0,quart,JJ,B-Utensil
2353,178.0,sized,JJ,I-Utensil
2354,178.0,sauce,NN,I-Utensil
2355,178.0,pan,NNP,L-Utensil
2356,178.0,will,MD,O
2357,178.0,do,VB,O
2358,178.0,in,IN,O
2359,178.0,a,DT,O
2360,178.0,pinch,NN,O
2361,178.0,),-RRB-,O
2362,178.0,.,.,O
2363,179.0,Oil,NN,U-Ingredient
2364,179.0,is,VBZ,O
2365,179.0,hot,JJ,O
2366,179.0,enough,RB,O
2367,179.0,when,WRB,O
2368,179.0,it,PRP,O
2369,179.0,starts,VBZ,O
2370,179.0,to,TO,O
2371,179.0,ripple,VB,O
2372,179.0,.,.,O
2373,180.0,Be,VB,O
2374,180.0,careful,JJ,O
2375,180.0,not,RB,O
2376,180.0,to,TO,O
2377,180.0,overheat,VB,O
2378,180.0,.,.,O
2379,181.0,Butter,NN,U-Action
2380,181.0,one,CD,O
2381,181.0,side,NN,O
2382,181.0,of,IN,O
2383,181.0,each,DT,O
2384,181.0,bread,NN,B-Ingredient
2385,181.0,slice,NN,L-Ingredient
2386,181.0,.,.,O
2387,182.0,Sprinkle,VB,U-Action
2388,182.0,the,DT,O
2389,182.0,brown,JJ,B-Ingredient
2390,182.0,sugar,NN,L-Ingredient
2391,182.0,and,CC,O
2392,182.0,cinnamon,NN,U-Ingredient
2393,182.0,evenly,RB,O
2394,182.0,onto,IN,O
2395,182.0,the,DT,O
2396,182.0,buttered,VBN,O
2397,182.0,side,NN,O
2398,182.0,of,IN,O
2399,182.0,the,DT,O
2400,182.0,bread,NN,B-Ingredient
2401,182.0,slices,NNS,L-Ingredient
2402,182.0,.,.,O
2403,183.0,Make,VB,O
2404,183.0,sandwiches,NNS,O
2405,183.0,by,IN,O
2406,183.0,placing,VBG,U-Action
2407,183.0,the,DT,O
2408,183.0,slices,NNS,O
2409,183.0,of,IN,O
2410,183.0,bread,NN,U-Ingredient
2411,183.0,together,RB,O
2412,183.0,with,IN,O
2413,183.0,the,DT,O
2414,183.0,brown,JJ,B-Ingredient
2415,183.0,sugar,NN,L-Ingredient
2416,183.0,on,IN,O
2417,183.0,the,DT,O
2418,183.0,inside,NN,O
2419,183.0,.,.,O
2420,184.0,Cut,VB,U-Action
2421,184.0,the,DT,O
2422,184.0,sandwiches,NNS,O
2423,184.0,into,IN,O
2424,184.0,quarters,NNS,O
2425,184.0,.,.,O
2426,185.0,Cut,VB,U-Action
2427,185.0,the,DT,O
2428,185.0,butter,NN,U-Ingredient
2429,185.0,into,IN,O
2430,185.0,several,JJ,O
2431,185.0,pieces,NNS,O
2432,185.0,and,CC,O
2433,185.0,bring,VB,O
2434,185.0,to,TO,O
2435,185.0,room,NN,O
2436,185.0,temperature,NN,O
2437,185.0,.,.,O
2438,186.0,In,IN,O
2439,186.0,the,DT,O
2440,186.0,top,NN,O
2441,186.0,of,IN,O
2442,186.0,a,DT,O
2443,186.0,double,JJ,O
2444,186.0,boiler,NN,O
2445,186.0,",",",",O
2446,186.0,combine,VB,U-Action
2447,186.0,egg,NN,B-Ingredient
2448,186.0,yolks,NNS,L-Ingredient
2449,186.0,",",",",O
2450,186.0,lemon,NN,B-Ingredient
2451,186.0,juice,NN,L-Ingredient
2452,186.0,",",",",O
2453,186.0,salt,NN,U-Ingredient
2454,186.0,and,CC,O
2455,186.0,pepper,NN,U-Ingredient
2456,186.0,.,.,O
2457,187.0,Add,VB,U-Action
2458,187.0,a,DT,O
2459,187.0,piece,NN,O
2460,187.0,of,IN,O
2461,187.0,butter,NN,U-Ingredient
2462,187.0,.,.,O
2463,188.0,Cook,NNP,U-Action
2464,188.0,",",",",O
2465,188.0,stirring,VBG,U-Action
2466,188.0,steadily,RB,O
2467,188.0,with,IN,O
2468,188.0,a,DT,O
2469,188.0,wooden,JJ,B-Utensil
2470,188.0,spoon,NN,L-Utensil
2471,188.0,or,CC,O
2472,188.0,wire,NN,B-Utensil
2473,188.0,whisk,NN,L-Utensil
2474,188.0,",",",",O
2475,188.0,over,RB,O
2476,188.0,",",",",O
2477,188.0,but,CC,O
2478,188.0,not,RB,O
2479,188.0,touching,JJ,O
2480,188.0,",",",",O
2481,188.0,boiling,VBG,O
2482,188.0,water,NN,U-Ingredient
2483,188.0,.,.,O
2484,189.0,When,WRB,O
2485,189.0,butter,NN,U-Ingredient
2486,189.0,melts,VBZ,O
2487,189.0,and,CC,O
2488,189.0,sauce,NN,O
2489,189.0,begins,VBZ,O
2490,189.0,to,TO,O
2491,189.0,thicken,VB,O
2492,189.0,",",",",O
2493,189.0,add,VB,U-Action
2494,189.0,remaining,VBG,O
2495,189.0,butter,NN,U-Ingredient
2496,189.0,",",",",O
2497,189.0,stirring,VBG,U-Action
2498,189.0,constantly,RB,O
2499,189.0,until,IN,O
2500,189.0,melted,VBN,O
2501,189.0,.,.,O
2502,190.0,Continue,VB,O
2503,190.0,cooking,VBG,U-Action
2504,190.0,as,IN,O
2505,190.0,sauce,NN,U-Ingredient
2506,190.0,thickens,VBZ,O
2507,190.0,",",",",O
2508,190.0,about,RB,O
2509,190.0,2,CD,O
2510,190.0,more,JJR,O
2511,190.0,minutes,NNS,O
2512,190.0,.,.,O
2513,191.0,Immediately,RB,O
2514,191.0,remove,VB,U-Action
2515,191.0,from,IN,O
2516,191.0,heat,NN,O
2517,191.0,.,.,O
2518,192.0,Mix,VB,U-Action
2519,192.0,the,DT,O
2520,192.0,spices,NNS,U-Ingredient
2521,192.0,together,RB,O
2522,192.0,and,CC,O
2523,192.0,store,VB,U-Action
2524,192.0,in,IN,O
2525,192.0,an,DT,O
2526,192.0,airtight,JJ,B-Utensil
2527,192.0,container,NN,L-Utensil
2528,192.0,.,.,O
2529,193.0,Saute,VB,U-Action
2530,193.0,small,JJ,O
2531,193.0,amounts,NNS,O
2532,193.0,in,IN,O
2533,193.0,butter,NN,U-Ingredient
2534,193.0,/,SYM,O
2535,193.0,ghee,NN,U-Ingredient
2536,193.0,to,TO,O
2537,193.0,spice,VB,O
2538,193.0,vegetables,NNS,U-Ingredient
2539,193.0,and,CC,O
2540,193.0,grains,NNS,U-Ingredient
2541,193.0,.,.,O
2542,194.0,Rehydrate,VB,U-Action
2543,194.0,TVP,NNP,O
2544,194.0,if,IN,O
2545,194.0,needed,VBN,O
2546,194.0,.,.,O
2547,195.0,Spray,NN,U-Action
2548,195.0,or,CC,O
2549,195.0,oil,NN,U-Action
2550,195.0,a,DT,O
2551,195.0,large,JJ,B-Utensil
2552,195.0,pot,NN,L-Utensil
2553,195.0,.,.,O
2554,196.0,Chop,VB,U-Action
2555,196.0,the,DT,O
2556,196.0,onion,NN,U-Ingredient
2557,196.0,",",",",O
2558,196.0,hot,JJ,B-Ingredient
2559,196.0,peppers,NNS,L-Ingredient
2560,196.0,(,-LRB-,O
2561,196.0,if,IN,O
2562,196.0,using-,JJ,O
2563,196.0,it,PRP,O
2564,196.0,is,VBZ,O
2565,196.0,best,JJS,O
2566,196.0,to,TO,O
2567,196.0,wear,VB,O
2568,196.0,rubber,NN,O
2569,196.0,gloves,NNS,O
2570,196.0,when,WRB,O
2571,196.0,cutting,VBG,O
2572,196.0,the,DT,O
2573,196.0,hot,JJ,O
2574,196.0,ones,NNS,O
2575,196.0,!,.,O
2576,196.0,),-RRB-,O
2577,196.0,",",",",O
2578,196.0,and,CC,O
2579,196.0,garlic,NN,U-Ingredient
2580,196.0,and,CC,O
2581,196.0,add,VB,U-Action
2582,196.0,to,IN,O
2583,196.0,the,DT,O
2584,196.0,pot,NN,U-Utensil
2585,196.0,.,.,O
2586,197.0,Chop,VB,U-Action
2587,197.0,remaining,VBG,O
2588,197.0,vegetables,NNS,O
2589,197.0,",",",",O
2590,197.0,add,VB,U-Action
2591,197.0,to,IN,O
2592,197.0,pot,NN,U-Utensil
2593,197.0,and,CC,O
2594,197.0,brown,NN,B-Action
2595,197.0,lightly,RB,L-Action
2596,197.0,.,.,O
2597,198.0,Add,VB,U-Action
2598,198.0,remaining,VBG,O
2599,198.0,ingredients,NNS,O
2600,198.0,;,:,O
2601,198.0,stir,VB,U-Action
2602,198.0,well,RB,O
2603,198.0,and,CC,O
2604,198.0,simmer,VB,U-Action
2605,198.0,at,IN,O
2606,198.0,least,JJS,O
2607,198.0,15,CD,O
2608,198.0,minutes,NNS,O
2609,198.0,.,.,O
2610,199.0,Taste,NN,U-Action
2611,199.0,(,-LRB-,O
2612,199.0,This,DT,O
2613,199.0,is,VBZ,O
2614,199.0,important,JJ,O
2615,199.0,!,.,O
2616,199.0,),-RRB-,O
2617,199.0,Adjust,VB,U-Action
2618,199.0,spices,NNS,O
2619,199.0,to,TO,O
2620,199.0,taste,VB,O
2621,199.0,.,.,O
2622,200.0,Simmer,VB,U-Action
2623,200.0,an,DT,O
2624,200.0,additional,JJ,O
2625,200.0,15,CD,O
2626,200.0,minutes,NNS,O
2627,200.0,or,CC,O
2628,200.0,so,RB,O
2629,200.0,.,.,O
2630,201.0,Serve,VB,U-Action
2631,201.0,with,IN,O
2632,201.0,garlic,NN,B-Ingredient
2633,201.0,bread,NN,L-Ingredient
2634,201.0,",",",",O
2635,201.0,toast,NN,U-Ingredient
2636,201.0,",",",",O
2637,201.0,or,CC,O
2638,201.0,on,IN,O
2639,201.0,rice,NN,U-Ingredient
2640,201.0,.,.,O
2641,202.0,In,IN,O
2642,202.0,a,DT,O
2643,202.0,slow,JJ,B-Utensil
2644,202.0,cooker,NN,L-Utensil
2645,202.0,",",",",O
2646,202.0,combine,VB,U-Action
2647,202.0,the,DT,O
2648,202.0,first,JJ,O
2649,202.0,nine,CD,O
2650,202.0,ingredients,NNS,O
2651,202.0,.,.,O
2652,203.0,Cover,VB,U-Action
2653,203.0,and,CC,O
